vendas;;;;Anuncios;;Envios;
Numero da Venda;Data da Venda;Estado Atual;Quantidade por SKU;SKU;Loja Oficial;Data a Caminho;Data de Entrega
2000011143703549;20 de janeiro de 2026 22:05 hs.;Entregue;1;10-ALLEGRA-PT;Dom Stark;23 de janeiro | 06:34;27 de janeiro | 15:06
2000011143637185;20 de janeiro de 2026 22:01 hs.;Entregue;1;10-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:32;26 de janeiro | 18:36
2000011143618907;20 de janeiro de 2026 22:01 hs.;Entregue;4;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 03:50;26 de janeiro | 14:59
2000011143451641;20 de janeiro de 2026 21:50 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011143445433;20 de janeiro de 2026 21:50 hs.;Devolvido no dia 26 de janeiro;1;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 06:37; 
2000011143378553;20 de janeiro de 2026 21:47 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 01:53; 
2000011143315685;20 de janeiro de 2026 21:43 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;21 de janeiro | 23:09;23 de janeiro | 15:57
2000014799794826;20 de janeiro de 2026 21:35 hs.;Reclamação com devolução habilitada;1;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:43;26 de janeiro | 13:31
2000011143126189;20 de janeiro de 2026 21:32 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011142980323;20 de janeiro de 2026 21:24 hs.;Para entregar na coleta do dia 9 de fevereiro;12;1-ALLEGRA-PT;Dom Stark; ; 
2000011142812717;20 de janeiro de 2026 21:18 hs.;Para entregar na coleta do dia 18 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011142739355;20 de janeiro de 2026 21:11 hs.;Para entregar na coleta do dia 30 de janeiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011142664919;20 de janeiro de 2026 21:08 hs.;Devolvido no dia 27 de janeiro;1;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 06:49; 
2000011142644533;20 de janeiro de 2026 21:08 hs.;Reclamação aberta para resolver até quinta-feira;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00;26 de janeiro | 15:12
2000011142339961;20 de janeiro de 2026 20:49 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:51;28 de janeiro | 09:41
2000011142287443;20 de janeiro de 2026 20:46 hs.;Pronto para coleta;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011142025441;20 de janeiro de 2026 20:31 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00; 
2000011141926285;20 de janeiro de 2026 20:26 hs.;Para entregar na coleta do dia 4 de fevereiro;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011141839285;20 de janeiro de 2026 20:21 hs.;A caminho;6;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 06:57; 
2000011141760517;20 de janeiro de 2026 20:17 hs.;Entregue;1;CB001-PT;Dom Stark;24 de janeiro | 02:05;24 de janeiro | 15:50
2000011141573773;20 de janeiro de 2026 20:08 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:56; 
2000011141433933;20 de janeiro de 2026 19:58 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:32;25 de janeiro | 11:48
2000011141322075;20 de janeiro de 2026 19:52 hs.;Pronto para coleta;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011141064673;20 de janeiro de 2026 19:38 hs.;Envio reagendado;1;10-ALLEGRA-PT;Dom Stark;24 de janeiro | 04:08; 
2000011141028133;20 de janeiro de 2026 19:36 hs.;Entregue;1;2-ALLEGRA-PT;Dom Stark;24 de janeiro | 00:35;24 de janeiro | 16:32
2000011141028599;20 de janeiro de 2026 19:35 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 01:13;23 de janeiro | 15:44
2000011141033465;20 de janeiro de 2026 19:35 hs.;Pacote não entregue;1;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 00:35; 
2000011141022077;20 de janeiro de 2026 19:35 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 01:10;23 de janeiro | 19:58
2000011140915621;20 de janeiro de 2026 19:29 hs.;Entregue;1;4-ALLEGRA-ND;Dom Stark;22 de janeiro | 05:00;24 de janeiro | 12:07
2000011140867081;20 de janeiro de 2026 19:29 hs.;A caminho;6;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 22:54; 
2000011140865603;20 de janeiro de 2026 19:26 hs.;Venda entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 23:28;27 de janeiro | 08:31
2000011140831117;20 de janeiro de 2026 19:23 hs.;Entregue;1;4-ALLEGRA-ND;Dom Stark;22 de janeiro | 07:43;25 de janeiro | 11:40
2000011140781653;20 de janeiro de 2026 19:21 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00;27 de janeiro | 12:08
2000011140766101;20 de janeiro de 2026 19:20 hs.;Entregue;1;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:32;24 de janeiro | 10:08
2000011115379553;20 de janeiro de 2026 19:15 hs.;Entregue;4;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 04:29;27 de janeiro | 13:12
2000011140549377;20 de janeiro de 2026 19:09 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00;26 de janeiro | 13:18
2000011140571089;20 de janeiro de 2026 19:08 hs.;Entregue;1;4-ALLEGRA-ND;Dom Stark;22 de janeiro | 05:00;26 de janeiro | 12:01
2000011140247855;20 de janeiro de 2026 18:50 hs.;Para entregar na coleta do dia 2 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011140191213;20 de janeiro de 2026 18:46 hs.;Entregue;1;10-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:15;26 de janeiro | 17:40
2000011139857389;20 de janeiro de 2026 18:27 hs.;Devolvido no dia 26 de janeiro;1;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 06:37; 
2000014796850288;20 de janeiro de 2026 18:13 hs.;Entregue;1;2-ALLEGRA-PT;Dom Stark;22 de janeiro | 01:26;24 de janeiro | 10:44
2000014796748718;20 de janeiro de 2026 18:07 hs.;Devolução a caminho. Chegará entre 4 e 5 de fevereiro;1;2-ALLEGRA-PT;Dom Stark;22 de janeiro | 04:36; 
2000011139423161;20 de janeiro de 2026 18:03 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00;26 de janeiro | 15:30
2000011139315475;20 de janeiro de 2026 17:55 hs.;Entregue;12;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 00:20;27 de janeiro | 11:39
2000011139259615;20 de janeiro de 2026 17:52 hs.;Entregue;3;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 01:26;25 de janeiro | 09:50
2000011139255637;20 de janeiro de 2026 17:52 hs.;Pronto para coleta;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011138923433;20 de janeiro de 2026 17:32 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 23:07; 
2000011138695605;20 de janeiro de 2026 17:19 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:00;28 de janeiro | 10:57
2000011138490965;20 de janeiro de 2026 17:07 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 03:27;25 de janeiro | 15:17
2000011138338773;20 de janeiro de 2026 16:59 hs.;Venda entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 01:11;23 de janeiro | 15:20
2000011132640305;20 de janeiro de 2026 16:48 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:09;25 de janeiro | 11:09
2000011137933117;20 de janeiro de 2026 16:34 hs.;Para entregar na coleta do dia 9 de fevereiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011137830081;20 de janeiro de 2026 16:30 hs.;Para entregar na coleta do dia 30 de janeiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011137799893;20 de janeiro de 2026 16:27 hs.;Cancelada pelo comprador;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011137708837;20 de janeiro de 2026 16:22 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 04:36;26 de janeiro | 09:24
2000011137673297;20 de janeiro de 2026 16:19 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011131510881;20 de janeiro de 2026 16:12 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011137212825;20 de janeiro de 2026 15:53 hs.;Para entregar na coleta do dia 4 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011137171281;20 de janeiro de 2026 15:50 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:09;24 de janeiro | 12:43
2000011136872573;20 de janeiro de 2026 15:47 hs.;Entregue;1;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 22:52;26 de janeiro | 14:12
2000011137037357;20 de janeiro de 2026 15:43 hs.;Entregue;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:57;28 de janeiro | 11:04
2000011136819505;20 de janeiro de 2026 15:31 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014794428770;20 de janeiro de 2026 15:27 hs.;Entregue;1;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 00:20;27 de janeiro | 14:11
2000011136660417;20 de janeiro de 2026 15:22 hs.;Entregue;1;4-ALLEGRA-ND;Dom Stark;21 de janeiro | 22:46;23 de janeiro | 13:50
2000011136620889;20 de janeiro de 2026 15:21 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00;24 de janeiro | 09:37
2000011136579647;20 de janeiro de 2026 15:19 hs.;Entregue;1;8-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:32;26 de janeiro | 12:38
2000011136515533;20 de janeiro de 2026 15:14 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:32;26 de janeiro | 19:43
2000011136493667;20 de janeiro de 2026 15:12 hs.;Entregue;6;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 00:56;22 de janeiro | 17:25
2000011136379443;20 de janeiro de 2026 15:07 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 04:36; 
2000011136354849;20 de janeiro de 2026 15:05 hs.;Para entregar na coleta do dia 30 de janeiro;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011135867441;20 de janeiro de 2026 14:40 hs.;Para entregar na coleta do dia 2 de fevereiro;3;1-ALLEGRA-PT;Dom Stark; ; 
2000011135793257;20 de janeiro de 2026 14:33 hs.;Entregue;1;10-ALLEGRA-PT;Dom Stark;21 de janeiro | 02:25;23 de janeiro | 10:36
2000014793624080;20 de janeiro de 2026 14:32 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:15; 
2000011135609813;20 de janeiro de 2026 14:25 hs.;Devolvido no dia 26 de janeiro;1;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 06:26; 
2000011135611909;20 de janeiro de 2026 14:24 hs.;Entregue;1;8-CHIFRE-PT;Dom Stark;21 de janeiro | 06:37;22 de janeiro | 17:04
2000011135309213;20 de janeiro de 2026 14:07 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:37;22 de janeiro | 12:51
2000011135257889;20 de janeiro de 2026 14:04 hs.;Entregue;8;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 04:31;23 de janeiro | 13:20
2000011135230911;20 de janeiro de 2026 14:04 hs.;Para entregar na coleta do dia 2 de fevereiro;2;2-ALLEGRA-PT;Dom Stark; ; 
2000011135096129;20 de janeiro de 2026 14:01 hs.;Entregue;2;6-ALLEGRA-PT;Dom Stark;26 de janeiro | 10:31;27 de janeiro | 17:52
2000011135162393;20 de janeiro de 2026 14:00 hs.;Venda entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 03:20;25 de janeiro | 09:16
2000011135102277;20 de janeiro de 2026 13:57 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 05:32;24 de janeiro | 19:13
2000011135066689;20 de janeiro de 2026 13:56 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:56; 
2000011135001809;20 de janeiro de 2026 13:53 hs.;Para entregar na coleta de amanhã;3;1-ALLEGRA-PT;Dom Stark; ; 
2000011134853125;20 de janeiro de 2026 13:42 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:00;26 de janeiro | 14:23
2000011134760633;20 de janeiro de 2026 13:38 hs.;Para entregar na coleta de amanhã;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011134762557;20 de janeiro de 2026 13:38 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:37;23 de janeiro | 14:32
2000011134639603;20 de janeiro de 2026 13:30 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:35; 
2000011134551701;20 de janeiro de 2026 13:27 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011134452025;20 de janeiro de 2026 13:20 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:53; 
2000011133931053;20 de janeiro de 2026 12:53 hs.;Para entregar na coleta do dia 6 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011133858979;20 de janeiro de 2026 12:49 hs.;Cancelada pelo comprador;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011133507437;20 de janeiro de 2026 12:49 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011133824425;20 de janeiro de 2026 12:47 hs.;Entregue;1;CB001-PT;Dom Stark;24 de janeiro | 02:05;24 de janeiro | 15:50
2000011133804859;20 de janeiro de 2026 12:46 hs.;Entregue;1;1-CREATINA-300G;Dom Stark;22 de janeiro | 02:49;23 de janeiro | 16:41
2000011133771481;20 de janeiro de 2026 12:46 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 05:32;22 de janeiro | 14:00
2000011133750491;20 de janeiro de 2026 12:45 hs.;Entregue;1;2-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:00;25 de janeiro | 13:39
2000011133687649;20 de janeiro de 2026 12:39 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:53; 
2000011133292283;20 de janeiro de 2026 12:19 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:00;27 de janeiro | 10:46
2000011133109033;20 de janeiro de 2026 12:07 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 23:28;24 de janeiro | 12:04
2000011132710845;20 de janeiro de 2026 11:46 hs.;Envio reagendado;6;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:43; 
2000011132645739;20 de janeiro de 2026 11:42 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 03:37;22 de janeiro | 18:25
2000011132534337;20 de janeiro de 2026 11:35 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:12;22 de janeiro | 12:10
2000011132009097;20 de janeiro de 2026 11:04 hs.;A caminho;1;2-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:06; 
2000011131924719;20 de janeiro de 2026 11:03 hs.;A caminho;8;1-ALLEGRA-PT;Dom Stark;24 de janeiro | 02:44; 
2000011131995983;20 de janeiro de 2026 11:03 hs.;Devolvido no dia 26 de janeiro;1;2-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:41; 
2000011131944213;20 de janeiro de 2026 11:01 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:06; 
2000011131922977;20 de janeiro de 2026 11:00 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;20 de janeiro | 22:53;23 de janeiro | 10:05
2000011131880337;20 de janeiro de 2026 10:56 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;21 de janeiro | 01:27;22 de janeiro | 15:27
2000011131848083;20 de janeiro de 2026 10:56 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:06; 
2000011131867609;20 de janeiro de 2026 10:55 hs.;Entregue;1;1-CREATINA-300G;Dom Stark;22 de janeiro | 04:16;22 de janeiro | 15:19
2000011131848081;20 de janeiro de 2026 10:55 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:06; 
2000011131832481;20 de janeiro de 2026 10:53 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 22:53;23 de janeiro | 14:31
2000011131774905;20 de janeiro de 2026 10:53 hs.;Pronto para coleta;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011131776465;20 de janeiro de 2026 10:51 hs.;Para entregar na coleta do dia 2 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000014790269356;20 de janeiro de 2026 10:50 hs.;Entregue;1;5M-NAPA-BR;Dom Stark;21 de janeiro | 03:51;22 de janeiro | 13:29
2000011131765129;20 de janeiro de 2026 10:49 hs.;Envio reagendado;1;6-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:43; 
2000014790246810;20 de janeiro de 2026 10:47 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 05:32;25 de janeiro | 09:02
2000011131652981;20 de janeiro de 2026 10:47 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 03:37;26 de janeiro | 11:00
2000011131630433;20 de janeiro de 2026 10:42 hs.;Venda entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 03:37;24 de janeiro | 11:04
2000011131622701;20 de janeiro de 2026 10:41 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 23:09;24 de janeiro | 15:34
2000014790143306;20 de janeiro de 2026 10:40 hs.;Envio reagendado;1;8-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:43; 
2000014790063832;20 de janeiro de 2026 10:37 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 05:32;23 de janeiro | 16:38
2000011131554965;20 de janeiro de 2026 10:37 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 01:10;22 de janeiro | 19:13
2000014790126088;20 de janeiro de 2026 10:37 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:53; 
2000011131500285;20 de janeiro de 2026 10:33 hs.;Cancelada pelo comprador;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011131471721;20 de janeiro de 2026 10:31 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00;26 de janeiro | 13:48
2000011131452499;20 de janeiro de 2026 10:30 hs.;Pacote de 2 produtos;; ; ; ; 
2000014790019640;20 de janeiro de 2026 10:30 hs.;Para entregar na coleta do dia 30 de janeiro;2;6-ALLEGRA-PT;Dom Stark; ; 
2000014790028366;20 de janeiro de 2026 10:30 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011131349933;20 de janeiro de 2026 10:24 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;23 de janeiro | 22:52;26 de janeiro | 18:53
2000011131282897;20 de janeiro de 2026 10:19 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011131113501;20 de janeiro de 2026 10:09 hs.;Venda cancelada. Não envie.;6;6-ALLEGRA-PT;Dom Stark; ; 
2000011131113503;20 de janeiro de 2026 10:08 hs.;A caminho;2;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011131113507;20 de janeiro de 2026 10:08 hs.;Venda cancelada. Não envie.;6;6-ALLEGRA-PT;Dom Stark; ; 
2000011131113505;20 de janeiro de 2026 10:08 hs.;Venda cancelada. Não envie.;6;6-ALLEGRA-PT;Dom Stark; ; 
2000011131102673;20 de janeiro de 2026 10:07 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13; 
2000011131018433;20 de janeiro de 2026 10:01 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:00;22 de janeiro | 14:15
2000011131003977;20 de janeiro de 2026 10:00 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011131009705;20 de janeiro de 2026 10:00 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;20 de janeiro | 23:10;24 de janeiro | 10:49
2000011130984409;20 de janeiro de 2026 09:59 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:40; 
2000014789606768;20 de janeiro de 2026 09:57 hs.;A caminho;1;2-CHIFRE-PT;Dom Stark;24 de janeiro | 03:48; 
2000011130943585;20 de janeiro de 2026 09:56 hs.;Para entregar na coleta do dia 3 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014789562878;20 de janeiro de 2026 09:53 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 23:09;23 de janeiro | 11:25
2000011130184935;20 de janeiro de 2026 09:52 hs.;Entregue;1;2-ALLEGRA-PT;Dom Stark;20 de janeiro | 22:53;23 de janeiro | 08:59
2000011130810499;20 de janeiro de 2026 09:48 hs.;Venda entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 05:32;24 de janeiro | 15:36
2000011130807769;20 de janeiro de 2026 09:47 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 07:43;27 de janeiro | 09:53
2000011130780013;20 de janeiro de 2026 09:44 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:12;23 de janeiro | 17:04
2000011130632157;20 de janeiro de 2026 09:34 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 01:27;24 de janeiro | 11:25
2000011130615307;20 de janeiro de 2026 09:33 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:30; 
2000011130478885;20 de janeiro de 2026 09:24 hs.;Reclamação com devolução habilitada;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:37;23 de janeiro | 16:17
2000011130338159;20 de janeiro de 2026 09:13 hs.;Vamos te devolver um pacote antes do dia 10 de fevereiro;2;1-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:41; 
2000011130278153;20 de janeiro de 2026 09:09 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 04:01;24 de janeiro | 11:29
2000011130260305;20 de janeiro de 2026 09:07 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33; 
2000011130252961;20 de janeiro de 2026 09:06 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;24 de janeiro | 03:43;25 de janeiro | 15:15
2000014788963702;20 de janeiro de 2026 09:03 hs.;Pronto para coleta;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011129868103;20 de janeiro de 2026 08:31 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40; 
2000011129772525;20 de janeiro de 2026 08:20 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 03:30;23 de janeiro | 10:20
2000011129755487;20 de janeiro de 2026 08:18 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;22 de janeiro | 03:37;26 de janeiro | 12:18
2000011129713785;20 de janeiro de 2026 08:13 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:37;24 de janeiro | 10:23
2000011129562341;20 de janeiro de 2026 07:52 hs.;Reclamação com devolução habilitada;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 05:32;23 de janeiro | 10:23
2000011129545953;20 de janeiro de 2026 07:49 hs.;Para entregar na coleta do dia 13 de fevereiro;2;6-ALLEGRA-PT;Dom Stark; ; 
2000011129502481;20 de janeiro de 2026 07:45 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011129450417;20 de janeiro de 2026 07:38 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;24 de janeiro | 05:13;27 de janeiro | 10:55
2000011129376621;20 de janeiro de 2026 07:23 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:52;26 de janeiro | 18:00
2000011129213789;20 de janeiro de 2026 06:46 hs.;Entregue;1;8-CHIFRE-PT;Dom Stark;21 de janeiro | 01:27;23 de janeiro | 16:09
2000011129135957;20 de janeiro de 2026 06:24 hs.;Entregue;2;1-ALLEGRA-PT;Dom Stark;22 de janeiro | 05:00;25 de janeiro | 16:00
2000011128238611;20 de janeiro de 2026 01:29 hs.;Para entregar na coleta do dia 3 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011128176513;20 de janeiro de 2026 01:21 hs.;Para entregar na coleta do dia 2 de fevereiro;2;4-ALLEGRA-PT;Dom Stark; ; 
2000011127522841;20 de janeiro de 2026 00:06 hs.;Entregue;1;2-ALLEGRA-PT;Dom Stark;22 de janeiro | 01:10;22 de janeiro | 18:26
2000011127324909;19 de janeiro de 2026 23:48 hs.;Devolvido no dia 26 de janeiro;1;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 06:37; 
2000011127142273;19 de janeiro de 2026 23:32 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:37;23 de janeiro | 12:14
2000011127125265;19 de janeiro de 2026 23:30 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 05:32;24 de janeiro | 10:21
2000011126462317;19 de janeiro de 2026 22:47 hs.;Entregue;8;1-ALLEGRA-PT;Dom Stark;23 de janeiro | 00:24;24 de janeiro | 14:45
2000011126313269;19 de janeiro de 2026 22:47 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 03:20;24 de janeiro | 15:09
2000011126362859;19 de janeiro de 2026 22:42 hs.;Devolução a caminho. Chegará entre 29 e 30 de janeiro;1;2-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:50; 
2000011126340003;19 de janeiro de 2026 22:39 hs.;Para entregar na coleta do dia 30 de janeiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011126295699;19 de janeiro de 2026 22:36 hs.;Entregue;1;2-CHIFRE-PT;Dom Stark;21 de janeiro | 01:27;24 de janeiro | 11:19
2000011126202121;19 de janeiro de 2026 22:32 hs.;Venda entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:37;26 de janeiro | 14:03
2000011126201193;19 de janeiro de 2026 22:32 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:00;26 de janeiro | 14:03
2000011126118579;19 de janeiro de 2026 22:26 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 07:00;23 de janeiro | 09:10
2000011126107085;19 de janeiro de 2026 22:25 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;21 de janeiro | 06:37;24 de janeiro | 13:24
2000011126082433;19 de janeiro de 2026 22:24 hs.;A caminho;1;2-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:40; 
2000011125956517;19 de janeiro de 2026 22:17 hs.;A caminho;6;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:16; 
