vendas;;;;Anuncios;;Envios;
Numero da Venda;Data da Venda;Estado Atual;Quantidade por SKU;SKU;Loja Oficial;Data a Caminho;Data de Entrega
2000011217287257;25 de janeiro de 2026 18:50 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:19; 
2000011217274997;25 de janeiro de 2026 18:49 hs.;Para entregar na coleta do dia 3 de fevereiro;1;6-ALLEGRA-ND;Dom Stark; ; 
2000011217285477;25 de janeiro de 2026 18:49 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011216349645;25 de janeiro de 2026 18:48 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:23; 
2000011217155169;25 de janeiro de 2026 18:40 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;28 de janeiro | 01:17; 
2000011217139977;25 de janeiro de 2026 18:39 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011217114503;25 de janeiro de 2026 18:37 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011217050721;25 de janeiro de 2026 18:34 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011217060785;25 de janeiro de 2026 18:34 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011217022191;25 de janeiro de 2026 18:32 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-CREATINA-300G;Dom Stark; ; 
2000011216970457;25 de janeiro de 2026 18:28 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011216970459;25 de janeiro de 2026 18:28 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011216970453;25 de janeiro de 2026 18:28 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011216970455;25 de janeiro de 2026 18:27 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014861857894;25 de janeiro de 2026 18:21 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011216879795;25 de janeiro de 2026 18:21 hs.;Para entregar na coleta do dia 3 de fevereiro;2;6-ALLEGRA-PT;Dom Stark; ; 
2000011216704253;25 de janeiro de 2026 18:07 hs.;Para entregar na coleta do dia 11 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014861691030;25 de janeiro de 2026 18:05 hs.;Para entregar na coleta do dia 11 de fevereiro;1;2-GRUVYER-PT;Dom Stark; ; 
2000011216516465;25 de janeiro de 2026 17:53 hs.;A caminho;2;2-CHIFRE-PT;Dom Stark;26 de janeiro | 23:26; 
2000011216496433;25 de janeiro de 2026 17:53 hs.;A caminho;2;1-CREATINA-300G;Dom Stark;27 de janeiro | 02:15; 
2000011216501545;25 de janeiro de 2026 17:52 hs.;Entregue;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 01:35;27 de janeiro | 15:19
2000011216494919;25 de janeiro de 2026 17:51 hs.;Entregue;1;1-CREATINA-300G;Dom Stark;27 de janeiro | 02:06;27 de janeiro | 14:21
2000011216332385;25 de janeiro de 2026 17:40 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000011216197905;25 de janeiro de 2026 17:30 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014861280252;25 de janeiro de 2026 17:27 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011215994445;25 de janeiro de 2026 17:15 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:00; 
2000014860953648;25 de janeiro de 2026 17:13 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:35; 
2000011215657481;25 de janeiro de 2026 16:49 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011215490135;25 de janeiro de 2026 16:47 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011215600929;25 de janeiro de 2026 16:46 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011215394723;25 de janeiro de 2026 16:30 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011215393235;25 de janeiro de 2026 16:29 hs.;A caminho;1;1-PASSADEIRA-001;Dom Stark; ; 
2000011215385329;25 de janeiro de 2026 16:29 hs.;Para entregar na coleta do dia 4 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011215300837;25 de janeiro de 2026 16:23 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011215307649;25 de janeiro de 2026 16:22 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 06:44; 
2000014860475422;25 de janeiro de 2026 16:17 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011215163145;25 de janeiro de 2026 16:12 hs.;Venda cancelada. Não envie.;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011215149665;25 de janeiro de 2026 16:10 hs.;Venda cancelada. Não envie.;1;2-CHIFRE-PT;Dom Stark; ; 
2000014860405000;25 de janeiro de 2026 16:09 hs.;Entregue;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:20;27 de janeiro | 18:56
2000011215132105;25 de janeiro de 2026 16:09 hs.;Para entregar na coleta do dia 10 de fevereiro;1;2-GRUVYER-PT;Dom Stark; ; 
2000011215079345;25 de janeiro de 2026 16:05 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011215059975;25 de janeiro de 2026 16:04 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:20; 
2000011214947951;25 de janeiro de 2026 15:55 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000011214734653;25 de janeiro de 2026 15:39 hs.;Para entregar na coleta do dia 2 de fevereiro;1;2-GRUVYER-PT;Dom Stark; ; 
2000014860006878;25 de janeiro de 2026 15:33 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011214621505;25 de janeiro de 2026 15:30 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014859873434;25 de janeiro de 2026 15:27 hs.;Cancelada pelo comprador;1;2-GRUVYER-PT;Dom Stark; ; 
2000014859890826;25 de janeiro de 2026 15:23 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011214393993;25 de janeiro de 2026 15:12 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011214379067;25 de janeiro de 2026 15:11 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 17:45
2000011214364891;25 de janeiro de 2026 15:11 hs.;Para entregar na coleta do dia 30 de janeiro;1;1-CREATINA-300G;Dom Stark; ; 
2000011214300693;25 de janeiro de 2026 15:08 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:08; 
2000011214292753;25 de janeiro de 2026 15:06 hs.;A caminho;3;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011214167221;25 de janeiro de 2026 14:57 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011214088325;25 de janeiro de 2026 14:49 hs.;Para entregar na coleta do dia 6 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011214041565;25 de janeiro de 2026 14:46 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011213985675;25 de janeiro de 2026 14:44 hs.;Entregue;2;1-CREATINA-300G;Dom Stark;27 de janeiro | 02:15;27 de janeiro | 14:48
2000011213972289;25 de janeiro de 2026 14:42 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:25; 
2000011213974573;25 de janeiro de 2026 14:41 hs.;A caminho;2;2-CHIFRE-PT;Dom Stark;27 de janeiro | 02:53; 
2000011213966745;25 de janeiro de 2026 14:40 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:56; 
2000011213900313;25 de janeiro de 2026 14:35 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000011213850217;25 de janeiro de 2026 14:33 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011213870189;25 de janeiro de 2026 14:32 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011213865529;25 de janeiro de 2026 14:32 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011213838845;25 de janeiro de 2026 14:30 hs.;A caminho;1;8-CHIFRE-PT;Dom Stark;27 de janeiro | 05:06; 
2000011213819533;25 de janeiro de 2026 14:28 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011213739671;25 de janeiro de 2026 14:24 hs.;Para entregar na coleta do dia 3 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011213747139;25 de janeiro de 2026 14:23 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;26 de janeiro | 23:40; 
2000011213692097;25 de janeiro de 2026 14:19 hs.;Para entregar na coleta do dia 2 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011213621977;25 de janeiro de 2026 14:16 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011213607321;25 de janeiro de 2026 14:12 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011213556721;25 de janeiro de 2026 14:09 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011213550395;25 de janeiro de 2026 14:08 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011213528743;25 de janeiro de 2026 14:07 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011213531921;25 de janeiro de 2026 14:06 hs.;A caminho;1;1-CREATINA-300G;Dom Stark; ; 
2000014859036948;25 de janeiro de 2026 14:04 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011213405779;25 de janeiro de 2026 13:57 hs.;A caminho;1;8-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011213346017;25 de janeiro de 2026 13:52 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000014858916712;25 de janeiro de 2026 13:52 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011213304883;25 de janeiro de 2026 13:49 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011213289469;25 de janeiro de 2026 13:47 hs.;Para entregar na coleta de amanhã;1;1-CREATINA-300G;Dom Stark; ; 
2000011213210725;25 de janeiro de 2026 13:44 hs.;A caminho;1;8-GRUVYER-PT;Dom Stark;26 de janeiro | 23:26; 
2000011213215689;25 de janeiro de 2026 13:42 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011213109317;25 de janeiro de 2026 13:39 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011213066417;25 de janeiro de 2026 13:31 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 01:03;27 de janeiro | 17:15
2000011213022741;25 de janeiro de 2026 13:30 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011213030585;25 de janeiro de 2026 13:28 hs.;Para entregar na coleta do dia 4 de fevereiro;1;6-ALLEGRA-ND;Dom Stark; ; 
2000011213027273;25 de janeiro de 2026 13:27 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014858587302;25 de janeiro de 2026 13:23 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011212903725;25 de janeiro de 2026 13:18 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011212884219;25 de janeiro de 2026 13:17 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011212873073;25 de janeiro de 2026 13:15 hs.;Para entregar na coleta do dia 11 de fevereiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000014858461092;25 de janeiro de 2026 13:10 hs.;Para entregar na coleta do dia 11 de fevereiro;1;10-ALLEGRA-PT;Dom Stark; ; 
2000011212801885;25 de janeiro de 2026 13:10 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011212752007;25 de janeiro de 2026 13:06 hs.;Para entregar na coleta do dia 4 de fevereiro;20;1-ALLEGRA-PT;Dom Stark; ; 
2000011212735941;25 de janeiro de 2026 13:05 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 03:52; 
2000011212566997;25 de janeiro de 2026 12:52 hs.;Para entregar na coleta do dia 3 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014858278090;25 de janeiro de 2026 12:50 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011212502605;25 de janeiro de 2026 12:47 hs.;Para entregar na coleta do dia 3 de fevereiro;1;2-CHIFRE-PT;Dom Stark; ; 
2000011212444705;25 de janeiro de 2026 12:44 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:22; 
2000011212451181;25 de janeiro de 2026 12:43 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:49; 
2000014858070506;25 de janeiro de 2026 12:31 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40; 
2000011212274325;25 de janeiro de 2026 12:30 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000011212251397;25 de janeiro de 2026 12:26 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011212211921;25 de janeiro de 2026 12:24 hs.;Para entregar na coleta do dia 10 de fevereiro;8;1-ALLEGRA-PT;Dom Stark; ; 
2000011212135087;25 de janeiro de 2026 12:18 hs.;Para entregar na coleta do dia 4 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011212023453;25 de janeiro de 2026 12:08 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011211912985;25 de janeiro de 2026 12:00 hs.;Para entregar na coleta do dia 5 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011211920507;25 de janeiro de 2026 12:00 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011211841013;25 de janeiro de 2026 11:53 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011211803073;25 de janeiro de 2026 11:49 hs.;Venda cancelada. Não envie.;1;4-ALLEGRA-PT;Dom Stark; ; 
2000014857595354;25 de janeiro de 2026 11:48 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011211724317;25 de janeiro de 2026 11:43 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000011211586569;25 de janeiro de 2026 11:33 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:52; 
2000011211562917;25 de janeiro de 2026 11:30 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:13;28 de janeiro | 10:41
2000011211525255;25 de janeiro de 2026 11:27 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:26; 
2000011211483829;25 de janeiro de 2026 11:24 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011211454113;25 de janeiro de 2026 11:21 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:23; 
2000011211017475;25 de janeiro de 2026 11:19 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011211154437;25 de janeiro de 2026 10:57 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011211170209;25 de janeiro de 2026 10:56 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011211096877;25 de janeiro de 2026 10:50 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011211064737;25 de janeiro de 2026 10:47 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:53; 
2000011210886325;25 de janeiro de 2026 10:28 hs.;A caminho;1;5-CHIFRE-PT;Dom Stark;27 de janeiro | 04:53; 
2000014856801392;25 de janeiro de 2026 10:17 hs.;Para entregar na coleta do dia 3 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011210714997;25 de janeiro de 2026 10:10 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:44;27 de janeiro | 12:32
2000011210668747;25 de janeiro de 2026 10:04 hs.;A caminho;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011210620325;25 de janeiro de 2026 10:00 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011210550545;25 de janeiro de 2026 09:51 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011210482773;25 de janeiro de 2026 09:44 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:25; 
2000011210467217;25 de janeiro de 2026 09:38 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011210442249;25 de janeiro de 2026 09:35 hs.;Cancelada pelo comprador;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011210424209;25 de janeiro de 2026 09:33 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011210283355;25 de janeiro de 2026 09:12 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011210268925;25 de janeiro de 2026 09:11 hs.;Para entregar na coleta do dia 4 de fevereiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011210266569;25 de janeiro de 2026 09:11 hs.;A caminho;2;2-GRUVYER-PT;Dom Stark;27 de janeiro | 04:53; 
2000014856395194;25 de janeiro de 2026 09:10 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011210254465;25 de janeiro de 2026 09:09 hs.;Para entregar na coleta do dia 30 de janeiro;2;4-ALLEGRA-PT;Dom Stark; ; 
2000011210253071;25 de janeiro de 2026 09:07 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011210230731;25 de janeiro de 2026 09:06 hs.;Para entregar na coleta do dia 30 de janeiro;6;1-ALLEGRA-PT;Dom Stark; ; 
2000011210206009;25 de janeiro de 2026 09:00 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011210200953;25 de janeiro de 2026 09:00 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011210192193;25 de janeiro de 2026 08:59 hs.;Para entregar na coleta do dia 2 de fevereiro;1;6-ALLEGRA-ND;Dom Stark; ; 
2000011210103037;25 de janeiro de 2026 08:41 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33; 
2000011210040437;25 de janeiro de 2026 08:30 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 04:54; 
2000011209853239;25 de janeiro de 2026 07:38 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011209834141;25 de janeiro de 2026 07:34 hs.;A caminho;2;1-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:33; 
2000011209788745;25 de janeiro de 2026 07:14 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011209759213;25 de janeiro de 2026 06:59 hs.;Cancelada pelo comprador;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011209676925;25 de janeiro de 2026 06:12 hs.;Para entregar na coleta do dia 2 de fevereiro;2;2-GRUVYER-PT;Dom Stark; ; 
2000011209560297;25 de janeiro de 2026 04:37 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;28 de janeiro | 00:45; 
2000011209433741;25 de janeiro de 2026 03:23 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 03:39; 
2000011209232617;25 de janeiro de 2026 02:24 hs.;Para entregar na coleta do dia 11 de fevereiro;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011209182493;25 de janeiro de 2026 02:08 hs.;Para entregar na coleta do dia 30 de janeiro;2;4-ALLEGRA-PT;Dom Stark; ; 
2000011209081233;25 de janeiro de 2026 01:43 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011208825181;25 de janeiro de 2026 00:57 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40; 
2000011208825021;25 de janeiro de 2026 00:56 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 00:49;27 de janeiro | 15:41
2000011208759983;25 de janeiro de 2026 00:52 hs.;Para entregar na coleta do dia 30 de janeiro;1;2-GRUVYER-PT;Dom Stark; ; 
2000011208606341;25 de janeiro de 2026 00:25 hs.;Para entregar na coleta do dia 5 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011208513801;25 de janeiro de 2026 00:20 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;26 de janeiro | 23:40; 
2000011208563273;25 de janeiro de 2026 00:17 hs.;Pronto para coleta;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011208498615;25 de janeiro de 2026 00:09 hs.;Para entregar na coleta do dia 6 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011208407345;24 de janeiro de 2026 23:57 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 04:53; 
2000011208341149;24 de janeiro de 2026 23:49 hs.;A caminho;2;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 02:34; 
2000011208231037;24 de janeiro de 2026 23:35 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000011208222279;24 de janeiro de 2026 23:34 hs.;Para entregar na coleta do dia 5 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011208178253;24 de janeiro de 2026 23:33 hs.;Para entregar na coleta de amanhã;1;1-ALLEGRA-PT;Dom Stark; ; 
2000014854544256;24 de janeiro de 2026 23:18 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;27 de janeiro | 05:06; 
2000011207868393;24 de janeiro de 2026 23:00 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011207748041;24 de janeiro de 2026 22:51 hs.;Para entregar na coleta de amanhã;1;4-CHIFRE-PT;Dom Stark; ; 
2000011207714577;24 de janeiro de 2026 22:47 hs.;Cancelada pelo comprador;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011207688791;24 de janeiro de 2026 22:46 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:59; 
2000011207617201;24 de janeiro de 2026 22:39 hs.;A caminho;1;15-PL021-BR;Dom Stark;27 de janeiro | 02:40; 
2000011207483517;24 de janeiro de 2026 22:30 hs.;Para entregar na coleta do dia 2 de fevereiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011207473213;24 de janeiro de 2026 22:28 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011207342061;24 de janeiro de 2026 22:19 hs.;Para entregar na coleta do dia 3 de fevereiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000014853840268;24 de janeiro de 2026 22:10 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011207263209;24 de janeiro de 2026 22:09 hs.;A caminho;1;1-ALLEGRA-PT;Dom Stark;27 de janeiro | 07:17; 
2000014853761926;24 de janeiro de 2026 22:08 hs.;A caminho;1;2-GRUVYER-PT;Dom Stark;28 de janeiro | 03:53; 
2000011207230725;24 de janeiro de 2026 22:07 hs.;Para entregar na coleta do dia 30 de janeiro;1;4-ALLEGRA-PT;Dom Stark; ; 
2000011207191417;24 de janeiro de 2026 22:02 hs.;Para entregar na coleta do dia 30 de janeiro;2;1-ALLEGRA-PT;Dom Stark; ; 
2000011207125013;24 de janeiro de 2026 21:59 hs.;Para entregar na coleta do dia 2 de fevereiro;1;6-ALLEGRA-PT;Dom Stark; ; 
2000011206913869;24 de janeiro de 2026 21:38 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011206913705;24 de janeiro de 2026 21:38 hs.;Entregue;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 02:40;27 de janeiro | 11:21
2000011206747093;24 de janeiro de 2026 21:24 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
2000011206713151;24 de janeiro de 2026 21:21 hs.;Cancelada pelo comprador;8;1-ALLEGRA-PT;Dom Stark; ; 
2000011206693533;24 de janeiro de 2026 21:20 hs.;A caminho;1;4-ALLEGRA-ND;Dom Stark;27 de janeiro | 01:29; 
2000011206679501;24 de janeiro de 2026 21:19 hs.;Pronto para coleta;1;2-GRUVYER-PT;Dom Stark; ; 
2000011206665693;24 de janeiro de 2026 21:17 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:25; 
2000014853308058;24 de janeiro de 2026 21:17 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 23:22; 
2000011206640781;24 de janeiro de 2026 21:16 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;28 de janeiro | 03:40; 
2000011206613853;24 de janeiro de 2026 21:13 hs.;A caminho;1;6-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011206581581;24 de janeiro de 2026 21:11 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 06:44; 
2000011206482365;24 de janeiro de 2026 21:02 hs.;Para entregar na coleta de amanhã;1;4-ALLEGRA-ND;Dom Stark; ; 
2000011206471685;24 de janeiro de 2026 21:02 hs.;Para entregar na coleta do dia 30 de janeiro;10;1-ALLEGRA-PT;Dom Stark; ; 
2000011206448853;24 de janeiro de 2026 21:00 hs.;Entregue;1;25-PL027-MR;Dom Stark;26 de janeiro | 00:42;26 de janeiro | 13:59
2000014852359244;24 de janeiro de 2026 20:55 hs.;Para entregar na coleta do dia 30 de janeiro;1;8-ALLEGRA-PT;Dom Stark; ; 
2000011206307963;24 de janeiro de 2026 20:51 hs.;Para entregar na coleta do dia 4 de fevereiro;4;1-ALLEGRA-PT;Dom Stark; ; 
2000011206327933;24 de janeiro de 2026 20:50 hs.;A caminho;1;4-ALLEGRA-PT;Dom Stark;27 de janeiro | 05:06; 
